Michelin,X-Ice North 4 SUV,225,65,17,T,106,15 360
Pirelli,Winter Ice Zero,215,65,17,T,103,11 350
Michelin,X-Ice North 4,195,65,15,T,95,7 600
Goodyear,Ultra Grip Ice 2,225,50,17,T,98,10 470
Pirelli,Winter Ice Zero 2,215,55,16,T,97,11 240
Pirelli,Scorpion Ice Zero 2,235,55,18,H,104,17 050
Michelin,X-Ice Snow,245,45,17,H,99,17 020
Goodyear,UltraGrip 9+,185,60,15,T,88,7 230
Pirelli,Formula Ice,195,65,15,T,91,5 370
Michelin,X-Ice North 4 SUV,285,45,21,T,113,30 310
Pirelli,Winter Ice Zero,205,55,16,T,94,7 090
Pirelli,Winter Ice Zero 2,215,65,16,T,102,9 600
Michelin,Latitude X-Ice 2 Run Flat,255,55,18,T,109,21 970
Goodyear,UltraGrip Ice Gen-1 SUV,225,55,18,T,102,11 090
Pirelli,Formula Ice,225,55,18,T,102,10 250
Michelin,X-Ice North 4,205,50,17,T,93,14 600
Goodyear,UltraGrip Ice Gen-1 SUV,235,65,17,T,108,11 000
Goodyear,Ultra Grip Ice Arctic,235,50,17,T,100,11 210
Cordiant,Snow Cross 2 SUV,215,70,16,T,104,7 150
Goodyear,Ultra Grip Ice Arctic,185,60,15,T,88,6 510
Bridgestone,Blizzak Revo GZ,175,65,14,S,82,4 990
Nokian,Tyres Hakkapeliitta R3,235,50,17,R,100,12 720
Pirelli,Formula Ice,225,60,18,T,104,10 540
Pirelli,Formula Ice,225,55,17,T,101,7 960
Pirelli,Winter Ice Zero,215,55,18,T,99,15 930
Triangle,TRIN PL01,225,50,17,R,98,6 570
Triangle,TRIN PL01,225,55,17,R,101,7 020
Michelin,X-Ice North 4 SUV,235,55,19,T,105,18 610
Cordiant,Snow Cross 2,195,55,15,T,89,5 110
Cordiant,Snow Cross 2,205,55,16,T,94,4 680
Белшина,BEL-357 Artmotionsnow,175,65,14,T,82,3 030
Cordiant,Snow Cross 2,175,70,13,T,82,3 130
Dunlop,SP Winter Ice 03,205,65,16,T,99,10 000
Laufenn,I FIT ICE LW71,175,70,13,T,82,5 040
Nankang,ICE1,255,55,19,Q,111,10 890
Nankang,SW8,255,55,18,T,109,9 120
Nankang,IV1,205,65,16,R,107,8 320
Nankang,SL-6,235,65,16,R,121,8 290
Nokian,Tyres Nordman RS2,185,60,14,R,82,5 180
Nokian,Tyres Hakkapeliitta 9 SUV,215,65,17,T,103,17 330
Nokian,Tyres Hakkapeliitta 9,255,45,19,T,104,17 590
Nokian,Tyres Nordman 7,235,55,17,T,103,12 370
Nokian,Tyres Nordman 7 SUV,235,75,15,T,105,12 530
Nokian,Tyres Nordman 7 SUV,245,60,18,T,109,14 480
Nokian,Tyres Hakkapeliitta 10p,205,65,16,T,95,14 110
Hankook,Winter i Pike RS2 W429,225,55,17,T,101,13 820
Pirelli,Formula Winter,185,65,15,T,88,4 840
Viatti,Brina Nordico (V-522),225,45,17,T,94,7 340
Laufenn,I FIT ICE LW71,205,55,16,T,91,7 090
Ling,Long Green-Max Winter Ice I-15,195,55,16,T,91,5 040
Nankang,SL-6,215,65,16,R,109,6 590
Ling,Long Green-Max Winter HP,185,65,14,T,86,3 550
Nokian,Tyres Hakkapeliitta R3,185,65,15,R,88,5 950
BFGoodrich,G Force Stud,205,50,17,Q,93,8 860
Nokian,Tyres Nordman C,195,70,15,R,104,9 910
Nokian,Tyres Nordman RS2 SUV,225,65,17,R,106,8 970
Nokian,Tyres Nordman RS2 SUV,215,60,17,R,100,8 550
Pirelli,Ice Zero Friction,215,55,17,H,98,9 020
Nokian,Tyres Nordman RS2,175,70,14,R,88,4 810
Nokian,Tyres Nordman RS2,215,55,17,R,98,9 110
Nokian,Tyres Nordman RS2,185,65,15,R,92,5 120
Bridgestone,Blizzak Spike-02,175,70,14,T,84,6 500
Bridgestone,Blizzak Spike-02,185,65,15,T,88,6 830
Bridgestone,Blizzak DM-V3,225,60,17,S,103,17 330
Nokian,Tyres Hakkapeliitta 9,205,60,16,T,96,10 410
Nokian,Tyres Hakkapeliitta 9,195,65,15,T,95,7 810
Nokian,Tyres Hakkapeliitta 9,175,65,14,T,86,7 030
Nokian,Tyres Hakkapeliitta 9,185,60,15,T,88,7 560
Nokian,Tyres Hakkapeliitta 9,215,55,17,T,98,16 080
Nokian,Tyres Nordman 7,215,55,17,T,98,11 400
Nokian,Tyres Nordman 7,215,60,16,T,99,8 770
Nokian,Tyres Nordman 7,225,55,17,T,101,11 360
Nokian,Tyres Nordman 7 SUV,235,60,16,T,104,10 860
Nokian,Tyres Nordman 7 SUV,235,55,18,T,104,14 880
Nokian,Tyres Hakkapeliitta 9 SUV,225,65,17,T,106,14 790
Cordiant,Snow Cross,225,65,17,T,106,6 770
Cordiant,Snow Cross,225,60,17,T,103,7 200
Pirelli,Winter Ice Zero,215,60,16,T,99,9 360
Pirelli,Winter Ice Zero,185,70,14,T,88,6 130
Pirelli,Ice Zero Friction,195,65,15,T,95,5 170
Pirelli,Ice Zero Friction,235,55,19,H,105,10 740
Hankook,Winter i Pike RS2 W429,205,65,16,T,95,9 560
Hankook,Winter i Pike RS2 W429,215,50,17,T,95,12 810
Hankook,Winter i Pike RS2 W429,215,55,17,T,98,13 150
Goodyear,Ultra Grip 600,215,55,17,T,98,12 240
Белшина,BEL-317 Artmotionsnow,205,55,16,T,91,4 490
Nankang,SW7,215,60,17,T,100,6 750
Nokian,Tyres Nordman 8,215,60,17,T,100,14 510
Continental,Ice Contact 3 TA,215,65,16,T,102,10 410
Michelin,X-Ice North 4,245,40,19,T,98,22 350
Goodyear,Ultra Grip 600,215,65,16,T,98,9 630
Nankang,SW7,185,60,14,T,82,4 070
Bridgestone,Blizzak Revo GZ,195,60,15,S,88,6 290
Nokian,Tyres Hakkapeliitta 10p,185,60,15,T,88,8 980
Nokian,Tyres Hakkapeliitta 10p,195,65,15,T,95,8 960
Nokian,Tyres Hakkapeliitta 10p,215,55,17,T,98,18 910
Nokian,Tyres Hakkapeliitta 10p,215,60,16,T,99,14 300
Nokian,Tyres Nordman 8 SUV,215,70,16,T,104,13 020
Nokian,Tyres Hakkapeliitta 10p SUV,235,55,19,T,105,21 470
Nokian,Tyres Hakkapeliitta 10p SUV,235,60,18,T,107,20 750
Nankang,ICE1,215,60,17,Q,100,6 500
Michelin,X-Ice North 4 SUV,235,55,18,T,104,18 420
Nokian,Tyres Nordman 7,215,50,17,T,95,10 290
Nokian,Tyres Nordman 8,195,55,15,T,89,8 360
Nokian,Tyres Nordman 8,215,60,16,T,99,10 310
Hankook,Winter i Pike X W429A,225,60,17,T,103,13 690
Pirelli,Formula Ice,225,60,17,T,99,7 800
Bridgestone,Blizzak Spike-02,195,65,15,T,91,7 340
Nokian,Tyres Nordman 7 SUV,215,70,16,T,100,10 860
Nokian,Tyres Nordman 7 SUV,225,60,18,T,104,13 290
Nokian,Tyres Hakkapeliitta 9 SUV,225,60,17,T,103,16 460
Viatti,Bosco Nordico (V-523),225,65,17,T,102,6 550
Белшина,BEL-337 Artmotionsnow,195,65,15,T,91,3 460
Tunga,Nordway 2,195,65,15,Q,91,3 360
Viatti,Brina Nordico (V-522),225,50,17,T,94,6 560
Bridgestone,Blizzak Spike-02,205,55,16,T,91,8 870
Pirelli,Winter Ice Zero 2,235,45,18,H,98,19 070
Pirelli,Winter Ice Zero 2,225,50,17,T,98,12 180
Hankook,Winter i Pike X W429A,205,70,15,T,96,9 020
Nokian,Tyres Nordman 8,195,60,15,T,92,6 690
Cordiant,Snow Cross,215,60,17,T,100,7 310
Ling,Long Green-Max Winter HP,175,70,13,T,82,3 390
Nokian,Tyres Nordman 7,195,60,16,T,93,7 940
Bridgestone,Blizzak Revo GZ,215,65,16,S,98,8 940
Pirelli,Ice Zero Friction,225,60,17,H,103,8 400
Nokian,Tyres Nordman 7 SUV,255,55,18,T,109,12 550
Ling,Long Green-Max Winter HP,195,65,15,T,95,3 650
Nokian,Tyres Nordman 8,215,55,17,T,98,13 070
Nankang,IV1,235,65,16,R,121,8 990
Hankook,Winter i Pike RS2 W429,175,65,14,T,86,6 070
Bridgestone,Blizzak Revo GZ,185,60,15,S,84,6 320
Cordiant,Winter Drive,205,55,16,T,94,4 960
Nokian,Tyres Nordman 7 SUV,225,65,17,T,106,10 450
Nokian,Tyres Hakkapeliitta 9 SUV,215,65,16,T,102,10 880
Nokian,Tyres Nordman RS2,205,65,15,R,99,5 930
Nokian,Tyres Nordman 7,195,55,16,T,91,8 230
Pirelli,Winter Ice Zero,215,55,17,T,98,10 490
Pirelli,Winter Ice Zero,185,60,15,T,88,6 570
Кама,ALGA (НК-531),175,70,13,T,82,2 790
Nokian,Tyres Nordman 8 SUV,215,65,16,T,102,9 640
Hankook,Winter i Pike X W429A,205,70,15,T,96,9 020
Nokian,Tyres Nordman 8,195,60,15,T,92,6 690
Tunga,Nordway 2,195,65,15,Q,91,3 360
Nokian,Tyres Nordman 7,195,60,16,T,93,7 940
Hankook,Winter i Pike RS2 W429,215,65,16,T,102,9 670
Белшина,BEL-287 Artmotionsnow,185,65,15,T,88,3 580
Белшина,BEL-267 Artmotionsnow,185,60,14,T,82,3 530
Ling,Long Green-Max Winter HP,175,70,13,T,82,3 390
Pirelli,Winter Ice Zero,215,55,17,T,98,10 490
Pirelli,Winter Ice Zero,185,60,15,T,88,6 570
Nokian,Tyres Nordman RS2,205,65,15,R,99,5 930
Nokian,Tyres Nordman 7,195,55,16,T,91,8 230
Nokian,Tyres Nordman 8,215,55,17,T,98,13 070
Hankook,Winter i Pike RS2 W429,175,65,14,T,86,6 070
Bridgestone,Blizzak Revo GZ,185,60,15,S,84,6 320
Cordiant,Winter Drive,205,55,16,T,94,4 960
Gislaved,Nord Frost 200 HD,185,65,14,T,90,5 850
Nokian,Tyres Nordman 7,185,70,14,T,92,6 010
Nokian,Tyres Nordman 7 SUV,215,60,17,T,100,11 550
Continental,Viking Contact 7,185,65,15,T,92,6 060
Nankang,SL-6,235,65,16,R,115,7 740
Nokian,Tyres Hakkapeliitta 9,215,60,16,T,99,12 310
Nokian,Tyres Nordman 7,175,70,14,T,88,5 560
Nokian,Tyres Nordman 7 SUV,285,60,18,T,116,13 390
Nokian,Tyres Hakkapeliitta 9 SUV,215,60,17,T,100,18 330
Pirelli,Formula Ice,195,55,16,T,91,6 260
Pirelli,Formula Ice,185,60,14,T,82,4 990
Bridgestone,Blizzak Spike-02 SUV,235,60,18,T,107,16 510
Nokian,Tyres Nordman RS2,205,55,16,R,94,6 630
Nokian,Tyres Hakkapeliitta 9,185,65,15,T,92,7 060
Nokian,Tyres Nordman 7,185,65,14,T,90,5 660
Nokian,Tyres Hakkapeliitta 9 SUV,235,55,18,T,104,18 680
Nankang,SW8,225,60,18,T,104,9 720
Pirelli,Ice Zero Friction,215,65,16,T,102,6 450
Pirelli,Winter Ice Zero,225,65,17,T,106,10 350
Pirelli,Winter Ice Zero,205,60,16,T,96,7 960
Viatti,Brina Nordico (V-522),215,60,16,T,95,5 520
Continental,Ice Contact 3 TA,205,55,16,T,94,9 230
Кама,503,135,80,12,Q,68,3 210
Nokian,Tyres Nordman RS2 SUV,215,65,16,R,102,7 270
Pirelli,Ice Zero Friction,225,55,18,H,102,9 250
Nokian,Tyres Nordman RS2,215,60,16,R,99,7 390
Nokian,Tyres Nordman RS2,185,60,15,R,88,5 450
Nokian,Tyres Nordman 7 SUV,225,60,17,T,103,11 200
Nokian,Tyres Hakkapeliitta 9 SUV,235,55,19,T,105,18 160
Nokian,Tyres Nordman RS2,175,65,14,R,86,4 540
Tigar,Winter,225,45,17,H,94,7 330
Nokian,Tyres Nordman RS2,205,60,16,R,96,6 580
Viatti,Brina Nordico (V-522),205,55,16,T,91,4 390
Michelin,X-Ice North 4,205,55,16,T,94,9 970
Viatti,Brina Nordico (V-522),205,60,16,T,92,4 880
Pirelli,Formula Ice,215,55,17,T,98,7 720
Nokian,Tyres Nordman 7,155,65,14,T,75,5 380
Nankang,SW8 SUV,235,55,18,T,104,8 990
Nokian,Tyres Nordman 8 SUV,235,55,18,T,104,16 400
Ling,Long Green-Max Winter HP,175,65,14,H,86,3 190
Nokian,Tyres Nordman RS2,185,65,14,R,90,4 870
Nokian,Tyres Hakkapeliitta 9 SUV,265,60,18,T,114,17 330
Nokian,Tyres Hakkapeliitta 10p,185,65,15,T,92,8 000
Nokian,Tyres Hakkapeliitta 9,205,55,16,T,94,9 840
Cordiant,Winter Drive 2,175,65,14,T,86,3 280
Pirelli,Winter Ice Zero,195,60,15,T,88,6 150
Nokian,Tyres Hakkapeliitta 9,195,55,16,T,87,12 040
Pirelli,Formula Ice,195,60,15,T,88,5 210
Pirelli,Formula Ice,225,65,17,T,102,7 430
Кама,ALGA (НК-531),195,65,15,T,91,3 480
Nokian,Tyres Hakkapeliitta 10p,205,55,16,T,94,11 820
Nokian,Tyres Nordman 8,205,60,16,T,96,8 590
Nokian,Tyres Hakkapeliitta 10p SUV,235,55,20,T,102,25 160
Viatti,Brina зима (V-521),185,65,14,T,86,3 670
Pirelli,Winter Ice Zero,225,60,17,T,103,11 210
Viatti,Brina Nordico (V-522),185,70,14,T,88,3 650
Viatti,Brina Nordico (V-522),185,55,15,T,82,5 690
Viatti,Brina Nordico (V-522),205,65,16,T,95,5 470
Viatti,Brina Nordico (V-522),185,60,15,T,84,3 920
Nokian,Tyres Nordman 7 SUV,215,65,16,T,102,8 840
Кама,Евро 520,185,75,16,R,104,5 600
Pirelli,Winter Ice Zero,175,65,14,T,82,5 770
Viatti,Brina Nordico (V-522),185,60,14,T,82,3 530
Кама,505,175,70,13,T,82,2 660
Pirelli,Ice Zero Friction,205,55,16,T,94,5 730
Pirelli,Ice Zero Friction,185,65,15,T,92,4 780
Nokian,Tyres Nordman RS2,195,65,15,R,95,5 140
